image_name,tags
file_10770,agriculture habitation road water primary clear cultivation
file_10771,primary clear
file_10772,partly_cloudy primary
file_10773,agriculture habitation road water primary clear cultivation
file_10774,agriculture habitation road water primary clear
file_10775,haze primary
file_10776,agriculture habitation road water partly_cloudy primary clear cultivation
file_10777,agriculture partly_cloudy primary
file_10778,primary clear
file_10779,cloudy water haze primary clear
file_1078,agriculture habitation road water primary clear
file_10780,partly_cloudy primary
file_10781,primary clear
file_10782,agriculture habitation road primary clear
file_10783,agriculture habitation road primary clear
file_10784,agriculture road water haze partly_cloudy primary clear
file_10785,primary clear
file_10786,agriculture habitation road water primary clear cultivation
file_10787,agriculture habitation road water primary clear cultivation
file_10788,partly_cloudy primary
file_10789,partly_cloudy primary
file_1079,haze primary clear
file_10790,agriculture road water primary clear
file_10791,cloudy haze primary
file_10792,agriculture primary clear cultivation
file_10793,primary clear
file_10794,haze primary clear
file_10795,water primary clear
file_10796,primary clear
file_10797,agriculture partly_cloudy primary
file_10798,agriculture habitation road water primary clear
file_10799,primary clear
file_108,haze primary
file_1080,agriculture road partly_cloudy primary
file_10800,agriculture road water primary clear
file_10801,haze primary clear
file_10802,cloudy haze
file_10803,primary clear
file_10804,agriculture habitation road water primary clear cultivation
file_10805,agriculture road water partly_cloudy primary clear
file_10806,primary clear
file_10807,agriculture habitation road primary clear cultivation
file_10808,agriculture partly_cloudy primary clear cultivation
file_10809,agriculture habitation road primary clear cultivation
file_1081,agriculture habitation road water partly_cloudy primary clear
file_10810,primary clear
file_10811,cloudy agriculture partly_cloudy primary
file_10812,agriculture habitation road primary clear cultivation
file_10813,primary clear
file_10814,agriculture habitation road water partly_cloudy primary clear cultivation
file_10815,primary clear
file_10816,agriculture road water primary clear
file_10817,agriculture habitation road water primary clear
file_10818,agriculture habitation road water partly_cloudy primary clear cultivation
file_10819,partly_cloudy primary
file_1082,water primary clear
file_10820,cloudy agriculture partly_cloudy primary
file_10821,primary clear
file_10822,primary clear
file_10823,partly_cloudy primary clear cultivation
file_10824,partly_cloudy primary
file_10825,selective_logging agriculture road water primary clear cultivation
file_10826,agriculture road partly_cloudy primary
file_10827,agriculture habitation road primary clear cultivation
file_10828,agriculture partly_cloudy primary clear cultivation
file_10829,selective_logging agriculture primary clear cultivation
file_1083,primary clear
file_10830,agriculture road primary clear cultivation
file_10831,haze primary clear
file_10832,agriculture partly_cloudy primary clear cultivation
file_10833,primary clear
file_10834,agriculture habitation road primary clear
file_10835,agriculture habitation road water primary clear cultivation
file_10836,haze primary clear
file_10837,agriculture habitation road primary clear cultivation
file_10838,agriculture road water partly_cloudy primary cultivation
file_10839,agriculture habitation road water primary clear
file_1084,agriculture habitation road water primary clear cultivation
file_10840,agriculture partly_cloudy primary
file_10841,partly_cloudy primary clear
file_10842,partly_cloudy primary
file_10843,primary clear
file_10844,agriculture habitation road primary clear cultivation
file_10845,haze primary clear
file_10846,agriculture haze partly_cloudy primary
file_10847,agriculture partly_cloudy primary
file_10848,cloudy haze primary
file_10849,agriculture habitation road water partly_cloudy primary clear cultivation
file_1085,primary clear
file_10850,partly_cloudy primary
file_10851,partly_cloudy primary
file_10852,agriculture road water primary clear
file_10853,agriculture road water partly_cloudy primary clear
file_10854,agriculture water primary clear
file_10855,agriculture road water primary clear
file_10856,primary clear
file_10857,primary clear
file_10858,agriculture habitation road water partly_cloudy primary clear
file_10859,primary clear
file_1086,agriculture partly_cloudy primary
file_10860,primary clear
file_10861,primary clear
file_10862,agriculture road water partly_cloudy primary clear cultivation
file_10863,artisinal_mine agriculture habitation road water primary clear
file_10864,agriculture road water haze primary clear
file_10865,agriculture road water primary clear
file_10866,agriculture partly_cloudy primary
file_10867,primary clear
file_10868,agriculture road water primary clear
file_10869,agriculture habitation road water partly_cloudy primary clear cultivation
file_1087,haze primary clear
file_10870,agriculture habitation road water primary clear cultivation
file_10871,agriculture road water partly_cloudy primary
file_10872,agriculture habitation road partly_cloudy primary clear cultivation
file_10873,haze primary clear
file_10874,cloudy haze primary
file_10875,primary clear
file_10876,agriculture habitation road primary clear cultivation
file_10877,partly_cloudy primary
file_10878,agriculture road water primary clear
file_10879,haze primary clear
file_1088,primary clear
file_10880,water primary clear
file_10881,agriculture partly_cloudy primary clear cultivation
file_10882,primary clear
file_10883,agriculture primary clear
file_10884,agriculture habitation road water partly_cloudy primary clear
file_10885,agriculture habitation road partly_cloudy primary clear cultivation
file_10886,primary clear
file_10887,cloudy
file_10888,agriculture partly_cloudy primary
file_10889,agriculture habitation road primary clear cultivation
file_1089,agriculture habitation road primary clear cultivation
file_10890,agriculture road water primary clear cultivation
file_10891,agriculture habitation road water primary clear
file_10892,agriculture habitation road primary clear cultivation
file_10893,primary clear
file_10894,primary clear
file_10895,agriculture habitation road primary clear
file_10896,primary clear
file_10897,agriculture water partly_cloudy primary clear cultivation
file_10898,agriculture water primary clear
file_10899,primary clear
file_109,agriculture habitation road water primary clear
